Id,Label,timeset,entitytype,interval,eigencentrality,clustering,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Authority,Hub,dynamic_clustering,dynamic_indegree,dynamic_outdegree,dynamic_degree
Off-Limits Bar,Off-Limits Bar,"<[1945-12-16, 1945-12-23]>",LOCATION,"<[1945-12-16, 1945-12-23]>",0.002502,0,89,19,0.098076,0.119252,8,2,1,3,2,1,3,0.000006,0,"<[1945-12-16, 1945-12-23, 0.0]; [1945-12-23, 1945-12-30, 0.0]>","<[1945-12-16, 1945-12-23, 2]; [1945-12-23, 1945-12-30, 2]>","<[1945-12-16, 1945-12-23, 1]; [1945-12-23, 1945-12-30, 1]>","<[1945-12-16, 1945-12-23, 3]; [1945-12-23, 1945-12-30, 3]>"
Off. Det.,Off. Det.,"<[1946-04-14, 1946-05-05]>",SPORTS_TEAM,"<[1946-04-14, 1946-05-05]>",0.001088,0,220,0,0,0,0,1,0,1,1,0,1,0,0,"<[1946-04-07, 1946-04-14, 0.0]; [1946-04-14, 1946-04-21, 0.0]; [1946-04-21, 1946-04-28, 0.0]; [1946-04-28, 1946-05-05, 0.0]; [1946-05-05, 1946-05-12, 0.0]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>","<[1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]; [1946-04-21, 1946-04-28, 0]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>"
Office Of The American Town Major,Office Of The American Town Major,"<[1946-05-26, 1946-06-02]>",ORGANIZATION,"<[1946-05-26, 1946-06-02]>",0,0,89,17,0.121244,0.165181,0,0,1,1,0,1,1,0,0.044838,"<[1946-05-19, 1946-05-26, 0.0]; [1946-05-26, 1946-06-02, 0.0]; [1946-06-02, 1946-06-09, 0.0]>","<[1946-05-19, 1946-05-26, 0]; [1946-05-26, 1946-06-02, 0]; [1946-06-02, 1946-06-09, 0]>","<[1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 1]>","<[1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 1]>"
Officer,Officer,"<[1946-06-16, 1946-06-23]>",PERSON,"<[1946-06-16, 1946-06-23]>",0,0,61,16,0.117005,0.140141,0,0,1,1,0,1,1,0,0.000002,"<[1946-06-09, 1946-06-16, 0.0]; [1946-06-16, 1946-06-23, 0.0]; [1946-06-23, 1946-06-30, 0.0]>","<[1946-06-09, 1946-06-16, 0]; [1946-06-16, 1946-06-23, 0]; [1946-06-23, 1946-06-30, 0]>","<[1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]; [1946-06-23, 1946-06-30, 1]>","<[1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]; [1946-06-23, 1946-06-30, 1]>"
Officer Enlisted Men'S Club,Officer Enlisted Men'S Club,"<[1946-08-04, 1946-08-11]>",LOCATION,"<[1946-08-04, 1946-08-11]>",0.001939,0,61,0,0,0,0,1,0,1,1,0,1,0.002134,0,"<[1946-07-28, 1946-08-04, 0.0]; [1946-08-04, 1946-08-11, 0.0]; [1946-08-11, 1946-08-18, 0.0]>","<[1946-07-28, 1946-08-04, 1]; [1946-08-04, 1946-08-11, 1]; [1946-08-11, 1946-08-18, 1]>","<[1946-07-28, 1946-08-04, 0]; [1946-08-04, 1946-08-11, 0]; [1946-08-11, 1946-08-18, 0]>","<[1946-07-28, 1946-08-04, 1]; [1946-08-04, 1946-08-11, 1]; [1946-08-11, 1946-08-18, 1]>"
Officer Overhead Detachment,Officer Overhead Detachment,"<[1946-03-31, 1946-04-14]>",ORGANIZATION,"<[1946-03-31, 1946-04-14]>",0.004855,0,90,0,0,0,0,1,0,1,1,0,1,0.002269,0,"<[1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]; [1946-04-07, 1946-04-14, 0.0]; [1946-04-14, 1946-04-21, 0.0]>","<[1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]>","<[1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]; [1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]>","<[1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]>"
Officer Pickups,Officer Pickups,"<[1946-06-23, 1946-06-30]>",SPORTS_TEAM,"<[1946-06-23, 1946-06-30]>",0.004353,0.071429,39,14,0.18653,0.232262,1463.016346,4,3,7,5,4,9,0.000066,0.001997,"<[1946-06-16, 1946-06-23, 0.0]; [1946-06-23, 1946-06-30, 0.0]; [1946-06-30, 1946-07-07, 0.0]>","<[1946-06-16, 1946-06-23, 4]; [1946-06-23, 1946-06-30, 4]; [1946-06-30, 1946-07-07, 4]>","<[1946-06-16, 1946-06-23, 3]; [1946-06-23, 1946-06-30, 3]; [1946-06-30, 1946-07-07, 3]>","<[1946-06-16, 1946-06-23, 7]; [1946-06-23, 1946-06-30, 7]; [1946-06-30, 1946-07-07, 7]>"
Officer'S Detachment,Officer'S Detachment,"<[1946-05-12, 1946-05-19]>",ORGANIZATION,"<[1946-05-12, 1946-05-19]>",0,0.333333,90,16,0.130398,0.176878,0,0,3,3,0,3,3,0,0.002668,"<[1946-05-05, 1946-05-12, 0.0]; [1946-05-12, 1946-05-19, 0.0]; [1946-05-19, 1946-05-26, 0.0]>","<[1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]>","<[1946-05-05, 1946-05-12, 3]; [1946-05-12, 1946-05-19, 3]; [1946-05-19, 1946-05-26, 3]>","<[1946-05-05, 1946-05-12, 3]; [1946-05-12, 1946-05-19, 3]; [1946-05-19, 1946-05-26, 3]>"
Officer'S Pickups,Officer'S Pickups,"<[1946-05-26, 1946-06-02]>",SPORTS_TEAM,"<[1946-05-26, 1946-06-02]>",0.009782,0.5,39,19,0.105027,0.135866,0,1,1,2,1,1,2,0.002638,0.000171,"<[1946-05-19, 1946-05-26, 0.0]; [1946-05-26, 1946-06-02, 0.0]; [1946-06-02, 1946-06-09, 0.0]>","<[1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 1]>","<[1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 1]>","<[1946-05-19, 1946-05-26, 2]; [1946-05-26, 1946-06-02, 2]; [1946-06-02, 1946-06-09, 2]>"
Officer'S Reserve Corps,Officer'S Reserve Corps,"<[1946-04-14, 1946-05-05]>",ORGANIZATION,"<[1946-04-14, 1946-05-05]>",0.001414,0,66,0,0,0,0,1,0,1,1,0,1,0.000006,0,"<[1946-04-07, 1946-04-14, 0.0]; [1946-04-14, 1946-04-21, 0.0]; [1946-04-21, 1946-04-28, 0.0]; [1946-04-28, 1946-05-05, 0.0]; [1946-05-05, 1946-05-12, 0.0]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>","<[1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]; [1946-04-21, 1946-04-28, 0]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>"
Officers,Officers,"<[1946-02-20, 1946-03-31]; [1946-05-05, 1946-05-12]; [1946-06-09, 1946-06-16]>",PERSON,"<[1946-02-20, 1946-03-31]; [1946-05-05, 1946-05-12]; [1946-06-09, 1946-06-16]>",0.001088,0,61,20,0.086515,0.104321,469,1,2,3,1,2,3,0,0.000012,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]; [1946-04-28, 1946-05-05, 0.0]; [1946-05-05, 1946-05-12, 0.0]; [1946-05-12, 1946-05-19, 0.0]; [1946-06-02, 1946-06-09, 0.0]; [1946-06-09, 1946-06-16, 0.0]; [1946-06-16, 1946-06-23, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]; [1946-06-02, 1946-06-09, 0]; [1946-06-09, 1946-06-16, 0]; [1946-06-16, 1946-06-23, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]; [1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]; [1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]>"
Officers And Em Clubs,Officers And Em Clubs,"<[1946-05-05, 1946-05-12]>",ORGANIZATION,"<[1946-05-05, 1946-05-12]>",0.002375,0,106,0,0,0,0,2,0,2,2,0,2,0.00001,0,"<[1946-04-28, 1946-05-05, 0.0]; [1946-05-05, 1946-05-12, 0.0]; [1946-05-12, 1946-05-19, 0.0]>","<[1946-04-28, 1946-05-05, 2]; [1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 2]>","<[1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]>","<[1946-04-28, 1946-05-05, 2]; [1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 2]>"
Officers Beach Club,Officers Beach Club,"<[1946-07-21, 1946-07-28]; [1946-07-28, 1946-08-04]>",LOCATION,"<[1946-07-21, 1946-07-28]; [1946-07-28, 1946-08-04]>",0.002665,0,40,1,1,1,5,2,1,3,2,1,3,0.000152,0,"<[1946-07-14, 1946-07-21, 0.0]; [1946-07-21, 1946-07-28, 0.0]; [1946-07-28, 1946-08-04, 0.0]; [1946-08-04, 1946-08-11, 0.0]>","<[1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 2]; [1946-07-28, 1946-08-04, 2]; [1946-08-04, 1946-08-11, 1]>","<[1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]; [1946-07-28, 1946-08-04, 1]; [1946-08-04, 1946-08-11, 0]>","<[1946-07-14, 1946-07-21, 2]; [1946-07-21, 1946-07-28, 3]; [1946-07-28, 1946-08-04, 3]; [1946-08-04, 1946-08-11, 1]>"
Officers Club,Officers Club,"<[1945-12-16, 1945-12-23]; [1945-12-23, 1945-12-30]; [1946-06-09, 1946-06-16]; [1946-06-16, 1946-06-23]>",LOCATION,"<[1945-12-16, 1945-12-23]; [1945-12-23, 1945-12-30]; [1946-06-09, 1946-06-16]; [1946-06-16, 1946-06-23]>",0.016273,0.009091,89,14,0.144225,0.184376,17186.436111,9,2,11,9,2,11,0.000251,0.000795,"<[1945-12-16, 1945-12-23, 0.0]; [1945-12-23, 1945-12-30, 0.0]; [1945-12-30, 1946-01-06, 0.0]; [1946-06-02, 1946-06-09, 0.0]; [1946-06-09, 1946-06-16, 0.0]; [1946-06-16, 1946-06-23, 0.0]; [1946-06-23, 1946-06-30, 0.0]>","<[1945-12-16, 1945-12-23, 5]; [1945-12-23, 1945-12-30, 5]; [1945-12-30, 1946-01-06, 1]; [1946-06-02, 1946-06-09, 2]; [1946-06-09, 1946-06-16, 4]; [1946-06-16, 1946-06-23, 4]; [1946-06-23, 1946-06-30, 2]>","<[1945-12-16, 1945-12-23, 2]; [1945-12-23, 1945-12-30, 2]; [1945-12-30, 1946-01-06, 1]; [1946-06-02, 1946-06-09, 0]; [1946-06-09, 1946-06-16, 0]; [1946-06-16, 1946-06-23, 0]; [1946-06-23, 1946-06-30, 0]>","<[1945-12-16, 1945-12-23, 7]; [1945-12-23, 1945-12-30, 7]; [1945-12-30, 1946-01-06, 2]; [1946-06-02, 1946-06-09, 2]; [1946-06-09, 1946-06-16, 4]; [1946-06-16, 1946-06-23, 4]; [1946-06-23, 1946-06-30, 2]>"
Officers Det.,Officers Det.,"<[1946-05-12, 1946-05-19]>",ORGANIZATION,"<[1946-05-12, 1946-05-19]>",0,0,54,18,0.114594,0.153428,0,0,2,2,0,2,2,0,0.001775,"<[1946-05-05, 1946-05-12, 0.0]; [1946-05-12, 1946-05-19, 0.0]; [1946-05-19, 1946-05-26, 0.0]>","<[1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]>","<[1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 2]; [1946-05-19, 1946-05-26, 2]>","<[1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 2]; [1946-05-19, 1946-05-26, 2]>"
Officers Detachment,Officers Detachment,"<[1946-05-19, 1946-05-26]>",ORGANIZATION,"<[1946-05-19, 1946-05-26]>",0,0,90,19,0.098526,0.123164,0,0,1,1,0,1,1,0,0.000349,"<[1946-05-12, 1946-05-19, 0.0]; [1946-05-19, 1946-05-26, 0.0]; [1946-05-26, 1946-06-02, 0.0]>","<[1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]; [1946-05-26, 1946-06-02, 0]>","<[1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]>","<[1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]>"
Officers Mess,Officers Mess,"<[1946-06-09, 1946-06-16]; [1946-07-07, 1946-07-14]>",LOCATION,"<[1946-06-09, 1946-06-16]; [1946-07-07, 1946-07-14]>",0.002176,0,84,0,0,0,0,2,0,2,2,0,2,0,0,"<[1946-06-02, 1946-06-09, 0.0]; [1946-06-09, 1946-06-16, 0.0]; [1946-06-16, 1946-06-23, 0.0]; [1946-06-30, 1946-07-07, 0.0]; [1946-07-07, 1946-07-14, 0.0]; [1946-07-14, 1946-07-21, 0.0]>","<[1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]; [1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]>","<[1946-06-02, 1946-06-09, 0]; [1946-06-09, 1946-06-16, 0]; [1946-06-16, 1946-06-23, 0]; [1946-06-30, 1946-07-07, 0]; [1946-07-07, 1946-07-14, 0]; [1946-07-14, 1946-07-21, 0]>","<[1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]; [1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]>"
Officers Prov. Det.,Officers Prov. Det.,"<[1946-04-14, 1946-05-05]>",SPORTS_TEAM,"<[1946-04-14, 1946-05-05]>",0,0,107,14,0.140498,0.16576,0,0,1,1,0,1,1,0,0.000149,"<[1946-04-07, 1946-04-14, 0.0]; [1946-04-14, 1946-04-21, 0.0]; [1946-04-21, 1946-04-28, 0.0]; [1946-04-28, 1946-05-05, 0.0]; [1946-05-05, 1946-05-12, 0.0]>","<[1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]; [1946-04-21, 1946-04-28, 0]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>"
Officers' Club,Officers' Club,"<[1945-12-16, 1945-12-23]; [1946-06-02, 1946-06-09]; [1946-06-09, 1946-06-16]>",ORGANIZATION,"<[1945-12-16, 1945-12-23]; [1946-06-02, 1946-06-09]; [1946-06-09, 1946-06-16]>",0.008018,0,58,14,0.157239,0.211022,21408.539217,3,3,6,3,3,6,0.000192,0.045027,"<[1945-12-16, 1945-12-23, 0.0]; [1945-12-23, 1945-12-30, 0.0]; [1946-05-26, 1946-06-02, 0.0]; [1946-06-02, 1946-06-09, 0.0]; [1946-06-09, 1946-06-16, 0.0]; [1946-06-16, 1946-06-23, 0.0]>","<[1945-12-16, 1945-12-23, 1]; [1945-12-23, 1945-12-30, 1]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 2]; [1946-06-09, 1946-06-16, 2]; [1946-06-16, 1946-06-23, 1]>","<[1945-12-16, 1945-12-23, 0]; [1945-12-23, 1945-12-30, 0]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 3]; [1946-06-09, 1946-06-16, 3]; [1946-06-16, 1946-06-23, 2]>","<[1945-12-16, 1945-12-23, 1]; [1945-12-23, 1945-12-30, 1]; [1946-05-26, 1946-06-02, 2]; [1946-06-02, 1946-06-09, 5]; [1946-06-09, 1946-06-16, 5]; [1946-06-16, 1946-06-23, 3]>"
Officers' Mess,Officers' Mess,"<[1946-07-07, 1946-07-14]>",MISC,"<[1946-07-07, 1946-07-14]>",0.001614,0,106,18,0.110197,0.146617,33.6,1,2,3,1,2,3,0.000093,0.000218,"<[1946-06-30, 1946-07-07, 0.0]; [1946-07-07, 1946-07-14, 0.0]; [1946-07-14, 1946-07-21, 0.0]>","<[1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]>","<[1946-06-30, 1946-07-07, 2]; [1946-07-07, 1946-07-14, 2]; [1946-07-14, 1946-07-21, 2]>","<[1946-06-30, 1946-07-07, 3]; [1946-07-07, 1946-07-14, 3]; [1946-07-14, 1946-07-21, 3]>"
Officers' Pickup Ballclub,Officers' Pickup Ballclub,"<[1946-05-26, 1946-06-02]>",SPORTS_TEAM,"<[1946-05-26, 1946-06-02]>",0,0,87,2,0.666667,0.75,0,0,1,1,0,1,1,0,0,"<[1946-05-19, 1946-05-26, 0.0]; [1946-05-26, 1946-06-02, 0.0]; [1946-06-02, 1946-06-09, 0.0]>","<[1946-05-19, 1946-05-26, 0]; [1946-05-26, 1946-06-02, 0]; [1946-06-02, 1946-06-09, 0]>","<[1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 1]>","<[1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]; [1946-06-02, 1946-06-09, 1]>"
Officers’ Club,Officers’ Club,"<[1945-12-30, 1946-01-06]; [1946-06-09, 1946-06-16]>",LOCATION,"<[1945-12-30, 1946-01-06]; [1946-06-09, 1946-06-16]>",0.004736,0,193,0,0,0,0,2,0,2,2,0,2,0,0,"<[1945-12-23, 1945-12-30, 0.0]; [1945-12-30, 1946-01-06, 0.0]; [1946-01-06, 1946-01-13, 0.0]; [1946-06-02, 1946-06-09, 0.0]; [1946-06-09, 1946-06-16, 0.0]; [1946-06-16, 1946-06-23, 0.0]>","<[1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]; [1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]>","<[1945-12-23, 1945-12-30, 0]; [1945-12-30, 1946-01-06, 0]; [1946-01-06, 1946-01-13, 0]; [1946-06-02, 1946-06-09, 0]; [1946-06-09, 1946-06-16, 0]; [1946-06-16, 1946-06-23, 0]>","<[1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]; [1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]>"
Officers’ Section Of The Rc Club,Officers’ Section Of The Rc Club,"<[1946-06-09, 1946-06-16]>",ORGANIZATION,"<[1946-06-09, 1946-06-16]>",0.001414,0,193,0,0,0,0,1,0,1,1,0,1,0.000025,0,"<[1946-06-02, 1946-06-09, 0.0]; [1946-06-09, 1946-06-16, 0.0]; [1946-06-16, 1946-06-23, 0.0]>","<[1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]>","<[1946-06-02, 1946-06-09, 0]; [1946-06-09, 1946-06-16, 0]; [1946-06-16, 1946-06-23, 0]>","<[1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]>"
Ohelps,Ohelps,"<[1946-05-19, 1946-05-26]>",PERSON,"<[1946-05-19, 1946-05-26]>",0,0,39,13,0.191768,0.230691,0,0,1,1,0,1,1,0,0.000608,"<[1946-05-12, 1946-05-19, 0.0]; [1946-05-19, 1946-05-26, 0.0]; [1946-05-26, 1946-06-02, 0.0]>","<[1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]; [1946-05-26, 1946-06-02, 0]>","<[1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]>","<[1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]>"
Ohio State Universities,Ohio State Universities,"<[1946-05-05, 1946-05-12]>",ORGANIZATION,"<[1946-05-05, 1946-05-12]>",0.001088,0,13,0,0,0,0,1,0,1,1,0,1,0.00008,0,"<[1946-04-28, 1946-05-05, 0.0]; [1946-05-05, 1946-05-12, 0.0]; [1946-05-12, 1946-05-19, 0.0]>","<[1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]>","<[1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]>","<[1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]>"
"Okie""""","Okie""""","<[1946-07-21, 1946-07-28]; [1946-07-28, 1946-08-04]>",PERSON,"<[1946-07-21, 1946-07-28]; [1946-07-28, 1946-08-04]>",0,0,219,18,0.114594,0.152878,0,0,1,1,0,2,2,0,0.000128,"<[1946-07-14, 1946-07-21, 0.0]; [1946-07-21, 1946-07-28, 0.0]; [1946-07-28, 1946-08-04, 0.0]; [1946-08-04, 1946-08-11, 0.0]>","<[1946-07-14, 1946-07-21, 0]; [1946-07-21, 1946-07-28, 0]; [1946-07-28, 1946-08-04, 0]; [1946-08-04, 1946-08-11, 0]>","<[1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]; [1946-07-28, 1946-08-04, 1]; [1946-08-04, 1946-08-11, 1]>","<[1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]; [1946-07-28, 1946-08-04, 1]; [1946-08-04, 1946-08-11, 1]>"
Okinawa,Okinawa,"<[1946-05-19, 1946-05-26]>",LOCATION,"<[1946-05-19, 1946-05-26]>",0.002339,0,221,0,0,0,0,2,0,2,2,0,2,0,0,"<[1946-05-12, 1946-05-19, 0.0]; [1946-05-19, 1946-05-26, 0.0]; [1946-05-26, 1946-06-02, 0.0]>","<[1946-05-12, 1946-05-19, 2]; [1946-05-19, 1946-05-26, 2]; [1946-05-26, 1946-06-02, 2]>","<[1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]; [1946-05-26, 1946-06-02, 0]>","<[1946-05-12, 1946-05-19, 2]; [1946-05-19, 1946-05-26, 2]; [1946-05-26, 1946-06-02, 2]>"
Oklahoma,Oklahoma,"<[1946-06-16, 1946-06-23]; [1946-07-14, 1946-07-21]>",LOCATION,"<[1946-06-16, 1946-06-23]; [1946-07-14, 1946-07-21]>",0.001264,0,39,1,1,1,10,1,5,6,1,5,6,0.002056,0.000129,"<[1946-06-09, 1946-06-16, 0.0]; [1946-06-16, 1946-06-23, 0.0]; [1946-06-23, 1946-06-30, 0.0]; [1946-07-07, 1946-07-14, 0.0]; [1946-07-14, 1946-07-21, 0.0]; [1946-07-21, 1946-07-28, 0.0]>","<[1946-06-09, 1946-06-16, 0]; [1946-06-16, 1946-06-23, 0]; [1946-06-23, 1946-06-30, 0]; [1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]>","<[1946-06-09, 1946-06-16, 5]; [1946-06-16, 1946-06-23, 5]; [1946-06-23, 1946-06-30, 5]; [1946-07-07, 1946-07-14, 0]; [1946-07-14, 1946-07-21, 0]; [1946-07-21, 1946-07-28, 0]>","<[1946-06-09, 1946-06-16, 5]; [1946-06-16, 1946-06-23, 5]; [1946-06-23, 1946-06-30, 5]; [1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]>"
Oklahoma A. & M.,Oklahoma A. & M.,"<[1946-03-31, 1946-04-14]>",ORGANIZATION,"<[1946-03-31, 1946-04-14]>",0.001088,0,265,0,0,0,0,1,0,1,1,0,1,0,0,"<[1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]; [1946-04-07, 1946-04-14, 0.0]; [1946-04-14, 1946-04-21, 0.0]>","<[1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]>","<[1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]; [1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]>","<[1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]>"
