Id,Label,timeset,entitytype,interval,eigencentrality,clustering,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Authority,Hub,dynamic_clustering,dynamic_indegree,dynamic_outdegree,dynamic_degree
Capt. Kelley,Capt. Kelley,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,40,17,0.127683,0.189165,0,0,2,2,0,2,2,0,0.001387,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 2]; [1946-02-24, 1946-03-03, 2]; [1946-03-03, 1946-03-10, 2]; [1946-03-10, 1946-03-17, 2]; [1946-03-17, 1946-03-24, 2]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]>","<[1946-02-17, 1946-02-24, 2]; [1946-02-24, 1946-03-03, 2]; [1946-03-03, 1946-03-10, 2]; [1946-03-10, 1946-03-17, 2]; [1946-03-17, 1946-03-24, 2]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]>"
Capt. Kelly,Capt. Kelly,"<[1946-07-14, 1946-07-21]>",PERSON,"<[1946-07-14, 1946-07-21]>",0,0,103,18,0.10861,0.138771,0,0,1,1,0,1,1,0,0.000389,"<[1946-07-07, 1946-07-14, 0.0]; [1946-07-14, 1946-07-21, 0.0]; [1946-07-21, 1946-07-28, 0.16666666666666666]>","<[1946-07-07, 1946-07-14, 0]; [1946-07-14, 1946-07-21, 0]; [1946-07-21, 1946-07-28, 0]>","<[1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]>","<[1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]>"
Capt. Kitchen,Capt. Kitchen,"<[1945-12-23, 1945-12-30]>",PERSON,"<[1945-12-23, 1945-12-30]>",0,0.5,193,17,0.127105,0.187252,0,0,2,2,0,2,2,0,0.001576,"<[1945-12-16, 1945-12-23, 0.0]; [1945-12-23, 1945-12-30, 0.16666666666666666]; [1945-12-30, 1946-01-06, 0.16666666666666666]>","<[1945-12-16, 1945-12-23, 0]; [1945-12-23, 1945-12-30, 0]; [1945-12-30, 1946-01-06, 0]>","<[1945-12-16, 1945-12-23, 2]; [1945-12-23, 1945-12-30, 2]; [1945-12-30, 1946-01-06, 2]>","<[1945-12-16, 1945-12-23, 2]; [1945-12-23, 1945-12-30, 2]; [1945-12-30, 1946-01-06, 2]>"
Capt. Louis Diaz,Capt. Louis Diaz,"<[1946-07-07, 1946-07-14]>",PERSON,"<[1946-07-07, 1946-07-14]>",0,0.5,89,17,0.124306,0.172848,0,0,2,2,0,2,2,0,0.044933,"<[1946-06-30, 1946-07-07, 0.16666666666666666]; [1946-07-07, 1946-07-14, 0.0]; [1946-07-14, 1946-07-21, 0.0]>","<[1946-06-30, 1946-07-07, 0]; [1946-07-07, 1946-07-14, 0]; [1946-07-14, 1946-07-21, 0]>","<[1946-06-30, 1946-07-07, 2]; [1946-07-07, 1946-07-14, 2]; [1946-07-14, 1946-07-21, 2]>","<[1946-06-30, 1946-07-07, 2]; [1946-07-07, 1946-07-14, 2]; [1946-07-14, 1946-07-21, 2]>"
Capt. Lucente,Capt. Lucente,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,40,17,0.127683,0.189165,0,0,2,2,0,2,2,0,0.001387,"<[1946-02-17, 1946-02-24, 0.5]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 2]; [1946-02-24, 1946-03-03, 2]; [1946-03-03, 1946-03-10, 2]; [1946-03-10, 1946-03-17, 2]; [1946-03-17, 1946-03-24, 2]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]>","<[1946-02-17, 1946-02-24, 2]; [1946-02-24, 1946-03-03, 2]; [1946-03-03, 1946-03-10, 2]; [1946-03-10, 1946-03-17, 2]; [1946-03-17, 1946-03-24, 2]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]>"
Capt. Luis Diaz,Capt. Luis Diaz,"<[1946-06-30, 1946-07-07]>",PERSON,"<[1946-06-30, 1946-07-07]>",0,0,66,15,0.137243,0.176209,0,0,1,1,0,1,1,0,0.00022,"<[1946-06-23, 1946-06-30, 0.0]; [1946-06-30, 1946-07-07, 0.0]; [1946-07-07, 1946-07-14, 0.16666666666666666]>","<[1946-06-23, 1946-06-30, 0]; [1946-06-30, 1946-07-07, 0]; [1946-07-07, 1946-07-14, 0]>","<[1946-06-23, 1946-06-30, 1]; [1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]>","<[1946-06-23, 1946-06-30, 1]; [1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]>"
Capt. M.J. Mcgowan,Capt. M.J. Mcgowan,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,90,16,0.129964,0.173174,0,0,1,1,0,1,1,0,0.001899,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. Mack,Capt. Mack,"<[1945-12-23, 1945-12-30]>",PERSON,"<[1945-12-23, 1945-12-30]>",0.001088,0.25,58,10,0.20425,0.234743,32.883283,1,4,5,1,4,5,0.000052,0.046255,"<[1945-12-16, 1945-12-23, 0.0]; [1945-12-23, 1945-12-30, 0.0]; [1945-12-30, 1946-01-06, 0.0]>","<[1945-12-16, 1945-12-23, 1]; [1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]>","<[1945-12-16, 1945-12-23, 4]; [1945-12-23, 1945-12-30, 4]; [1945-12-30, 1946-01-06, 4]>","<[1945-12-16, 1945-12-23, 5]; [1945-12-23, 1945-12-30, 5]; [1945-12-30, 1946-01-06, 5]>"
Capt. Matthew Picozzi,Capt. Matthew Picozzi,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,90,16,0.129964,0.173174,0,0,1,1,0,1,1,0,0.001899,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.5]; [1946-03-03, 1946-03-10, 0.5]; [1946-03-10, 1946-03-17, 0.5]; [1946-03-17, 1946-03-24, 0.5]; [1946-03-24, 1946-03-31, 0.16666666666666666]; [1946-03-31, 1946-04-07, 0.16666666666666666]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. Miller,Capt. Miller,"<[1946-07-14, 1946-07-21]>",PERSON,"<[1946-07-14, 1946-07-21]>",0,0,29,2,0.75,0.833333,0,0,2,2,0,2,2,0,0,"<[1946-07-07, 1946-07-14, 0.16666666666666666]; [1946-07-14, 1946-07-21, 0.0]; [1946-07-21, 1946-07-28, 0.0]>","<[1946-07-07, 1946-07-14, 0]; [1946-07-14, 1946-07-21, 0]; [1946-07-21, 1946-07-28, 0]>","<[1946-07-07, 1946-07-14, 2]; [1946-07-14, 1946-07-21, 2]; [1946-07-21, 1946-07-28, 2]>","<[1946-07-07, 1946-07-14, 2]; [1946-07-14, 1946-07-21, 2]; [1946-07-21, 1946-07-28, 2]>"
Capt. Neidorf,Capt. Neidorf,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,40,17,0.126967,0.185115,0,0,1,1,0,1,1,0,0.00135,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. Norman Sanger,Capt. Norman Sanger,"<[1945-12-23, 1945-12-30]; [1946-07-21, 1946-07-28]; [1946-07-28, 1946-08-04]>",PERSON,"<[1945-12-23, 1945-12-30]; [1946-07-21, 1946-07-28]; [1946-07-28, 1946-08-04]>",0,0,89,18,0.119699,0.172862,0,0,2,2,0,3,3,0,0.0002,"<[1945-12-16, 1945-12-23, 0.16666666666666666]; [1945-12-23, 1945-12-30, 0.0]; [1945-12-30, 1946-01-06, 0.0]; [1946-07-14, 1946-07-21, 0.16666666666666666]; [1946-07-21, 1946-07-28, 0.0]; [1946-07-28, 1946-08-04, 0.16666666666666666]; [1946-08-04, 1946-08-11, 0.16666666666666666]>","<[1945-12-16, 1945-12-23, 0]; [1945-12-23, 1945-12-30, 0]; [1945-12-30, 1946-01-06, 0]; [1946-07-14, 1946-07-21, 0]; [1946-07-21, 1946-07-28, 0]; [1946-07-28, 1946-08-04, 0]; [1946-08-04, 1946-08-11, 0]>","<[1945-12-16, 1945-12-23, 1]; [1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]; [1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]; [1946-07-28, 1946-08-04, 1]; [1946-08-04, 1946-08-11, 1]>","<[1945-12-16, 1945-12-23, 1]; [1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]; [1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]; [1946-07-28, 1946-08-04, 1]; [1946-08-04, 1946-08-11, 1]>"
Capt. O.R. W. Clark,Capt. O.R. W. Clark,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,90,16,0.129964,0.173174,0,0,1,1,0,1,1,0,0.001899,"<[1946-02-17, 1946-02-24, 0.5]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.16666666666666666]; [1946-03-31, 1946-04-07, 0.16666666666666666]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. Pietracaprina,Capt. Pietracaprina,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0.00234,0,251,1,1,1,9,1,1,2,1,1,2,0,0,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 2]; [1946-02-24, 1946-03-03, 2]; [1946-03-03, 1946-03-10, 2]; [1946-03-10, 1946-03-17, 2]; [1946-03-17, 1946-03-24, 2]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]>"
Capt. Robert W. Clark,Capt. Robert W. Clark,"<[1946-04-14, 1946-05-05]>",PERSON,"<[1946-04-14, 1946-05-05]>",0,0,68,1,1,1,0,0,2,2,0,2,2,0,0,"<[1946-04-07, 1946-04-14, 0.0]; [1946-04-14, 1946-04-21, 0.0]; [1946-04-21, 1946-04-28, 0.0]; [1946-04-28, 1946-05-05, 0.16666666666666666]; [1946-05-05, 1946-05-12, 0.0]>","<[1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]; [1946-04-21, 1946-04-28, 0]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]>","<[1946-04-07, 1946-04-14, 2]; [1946-04-14, 1946-04-21, 2]; [1946-04-21, 1946-04-28, 2]; [1946-04-28, 1946-05-05, 2]; [1946-05-05, 1946-05-12, 2]>","<[1946-04-07, 1946-04-14, 2]; [1946-04-14, 1946-04-21, 2]; [1946-04-21, 1946-04-28, 2]; [1946-04-28, 1946-05-05, 2]; [1946-05-05, 1946-05-12, 2]>"
Capt. Skinner,Capt. Skinner,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,51,19,0.105511,0.137439,0,0,1,1,0,1,1,0,0.000203,"<[1946-02-17, 1946-02-24, 0.5]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.16666666666666666]; [1946-03-31, 1946-04-07, 0.16666666666666666]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. Stewart G. Scull,Capt. Stewart G. Scull,"<[1946-06-23, 1946-06-30]; [1946-06-30, 1946-07-07]>",PERSON,"<[1946-06-23, 1946-06-30]; [1946-06-30, 1946-07-07]>",0,0,109,18,0.115643,0.166845,0,0,10,10,0,10,10,0,0.000123,"<[1946-06-16, 1946-06-23, 0.0]; [1946-06-23, 1946-06-30, 0.0]; [1946-06-30, 1946-07-07, 0.0]; [1946-07-07, 1946-07-14, 0.0]>","<[1946-06-16, 1946-06-23, 0]; [1946-06-23, 1946-06-30, 0]; [1946-06-30, 1946-07-07, 0]; [1946-07-07, 1946-07-14, 0]>","<[1946-06-16, 1946-06-23, 9]; [1946-06-23, 1946-06-30, 10]; [1946-06-30, 1946-07-07, 10]; [1946-07-07, 1946-07-14, 1]>","<[1946-06-16, 1946-06-23, 9]; [1946-06-23, 1946-06-30, 10]; [1946-06-30, 1946-07-07, 10]; [1946-07-07, 1946-07-14, 1]>"
Capt. Stewart Scull,Capt. Stewart Scull,"<[1946-06-30, 1946-07-07]>",PERSON,"<[1946-06-30, 1946-07-07]>",0,0,30,1,1,1,0,0,1,1,0,1,1,0,0,"<[1946-06-23, 1946-06-30, 0.0]; [1946-06-30, 1946-07-07, 0.0]; [1946-07-07, 1946-07-14, 0.0]>","<[1946-06-23, 1946-06-30, 0]; [1946-06-30, 1946-07-07, 0]; [1946-07-07, 1946-07-14, 0]>","<[1946-06-23, 1946-06-30, 1]; [1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]>","<[1946-06-23, 1946-06-30, 1]; [1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]>"
Capt. T.H. Davidson,Capt. T.H. Davidson,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,90,16,0.129964,0.173174,0,0,1,1,0,1,1,0,0.001899,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. Tupper,Capt. Tupper,"<[1946-05-19, 1946-05-26]>",PERSON,"<[1946-05-19, 1946-05-26]>",0,0,106,1,1,1,0,0,1,1,0,1,1,0,0.000198,"<[1946-05-12, 1946-05-19, 0.3333333333333333]; [1946-05-19, 1946-05-26, 0.0]; [1946-05-26, 1946-06-02, 0.0]>","<[1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]; [1946-05-26, 1946-06-02, 0]>","<[1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]>","<[1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]; [1946-05-26, 1946-06-02, 1]>"
Capt. Voightman,Capt. Voightman,"<[1945-12-30, 1946-01-06]>",PERSON,"<[1945-12-30, 1946-01-06]>",0,0,107,11,0.172439,0.193503,0,0,1,1,0,1,1,0,0.000383,"<[1945-12-23, 1945-12-30, 0.16666666666666666]; [1945-12-30, 1946-01-06, 0.16666666666666666]; [1946-01-06, 1946-01-13, 0.0]>","<[1945-12-23, 1945-12-30, 0]; [1945-12-30, 1946-01-06, 0]; [1946-01-06, 1946-01-13, 0]>","<[1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]>","<[1945-12-23, 1945-12-30, 1]; [1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]>"
Capt. Voigtmann,Capt. Voigtmann,"<[1946-01-06, 1946-02-20]>",PERSON,"<[1946-01-06, 1946-02-20]>",0,0,34,5,0.284404,0.334409,0,0,2,2,0,2,2,0,0.000031,"<[1945-12-30, 1946-01-06, 0.16666666666666666]; [1946-01-06, 1946-01-13, 0.16666666666666666]; [1946-01-13, 1946-01-20, 0.0]; [1946-01-20, 1946-01-27, 0.0]; [1946-01-27, 1946-02-03, 0.0]; [1946-02-03, 1946-02-10, 0.0]; [1946-02-10, 1946-02-17, 0.0]; [1946-02-17, 1946-02-24, 0.0]>","<[1945-12-30, 1946-01-06, 0]; [1946-01-06, 1946-01-13, 0]; [1946-01-13, 1946-01-20, 0]; [1946-01-20, 1946-01-27, 0]; [1946-01-27, 1946-02-03, 0]; [1946-02-03, 1946-02-10, 0]; [1946-02-10, 1946-02-17, 0]; [1946-02-17, 1946-02-24, 0]>","<[1945-12-30, 1946-01-06, 2]; [1946-01-06, 1946-01-13, 2]; [1946-01-13, 1946-01-20, 2]; [1946-01-20, 1946-01-27, 2]; [1946-01-27, 1946-02-03, 2]; [1946-02-03, 1946-02-10, 2]; [1946-02-10, 1946-02-17, 2]; [1946-02-17, 1946-02-24, 2]>","<[1945-12-30, 1946-01-06, 2]; [1946-01-06, 1946-01-13, 2]; [1946-01-13, 1946-01-20, 2]; [1946-01-20, 1946-01-27, 2]; [1946-01-27, 1946-02-03, 2]; [1946-02-03, 1946-02-10, 2]; [1946-02-10, 1946-02-17, 2]; [1946-02-17, 1946-02-24, 2]>"
Capt. W. R. Rice,Capt. W. R. Rice,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,51,13,0.175723,0.205895,0,0,1,1,0,1,1,0,0.000234,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. Wilfred F. Skinner,Capt. Wilfred F. Skinner,"<[1946-06-30, 1946-07-07]>",PERSON,"<[1946-06-30, 1946-07-07]>",0,0,89,18,0.108339,0.137483,0,0,1,1,0,1,1,0,0,"<[1946-06-23, 1946-06-30, 0.0]; [1946-06-30, 1946-07-07, 0.0]; [1946-07-07, 1946-07-14, 0.0]>","<[1946-06-23, 1946-06-30, 0]; [1946-06-30, 1946-07-07, 0]; [1946-07-07, 1946-07-14, 0]>","<[1946-06-23, 1946-06-30, 1]; [1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]>","<[1946-06-23, 1946-06-30, 1]; [1946-06-30, 1946-07-07, 1]; [1946-07-07, 1946-07-14, 1]>"
Capt. Williams,Capt. Williams,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,40,17,0.127683,0.189165,0,0,2,2,0,2,2,0,0.001387,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 2]; [1946-02-24, 1946-03-03, 2]; [1946-03-03, 1946-03-10, 2]; [1946-03-10, 1946-03-17, 2]; [1946-03-17, 1946-03-24, 2]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]>","<[1946-02-17, 1946-02-24, 2]; [1946-02-24, 1946-03-03, 2]; [1946-03-03, 1946-03-10, 2]; [1946-03-10, 1946-03-17, 2]; [1946-03-17, 1946-03-24, 2]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]>"
